Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
04 December 2020, 1.2159, 126.44, 1.9558, 26.518, 7.4429, 0.90282, 358.57, 4.4769, 4.8725, 10.2578, 1.0822, 152.10, 10.6598, 7.5415, 90.0679, 9.4636, 1.6387, 6.2759, 1.5633, 7.9421, 9.4240, 17222.37, 3.9720, 89.6755, 1320.60, 24.1091, 4.9366, 1.7254, 58.430, 1.6206, 36.672, 18.4674, 
