,ID,,DATE,,CURRENCY,,XCGHRATE,,
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",21,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",HKD,"', ",9.424,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (21, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'HKD', 9.424);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",22,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",IDR,"', ",17222.37,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (22, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'IDR', 17222.37);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",23,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",ILS,"', ",3.972,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (23, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'ILS', 3.972);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",24,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",INR,"', ",89.6755,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (24, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'INR', 89.6755);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",25,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",KRW,"', ",1320.6,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (25, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'KRW', 1320.6);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",26,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",MXN,"', ",24.1091,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (26, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'MXN', 24.1091);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",27,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",MYR,"', ",4.9366,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (27, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'MYR', 4.9366);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",28,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",NZD,"', ",1.7254,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (28, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'NZD', 1.7254);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",29,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",PHP,"', ",58.43,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (29, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'PHP', 58.43);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",30,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",SGD,"', ",1.6206,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (30, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'SGD', 1.6206);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",31,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",THB,"', ",36.672,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (31, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'THB', 36.672);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",32,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",ZAR,"', ",18.4674,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (32, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'ZAR', 18.4674);"
,,, ,, ,,,,
